,index,Longitude,Latitude,geometry,Severity,Number Of Casualties,Day,Road Type,Speed Limit,Junction Detail,Junction Control,Pedestrian Crossing,Light Condition Band,Weather,Road Surface,Special Conditions,Carriage Way Hazard,Year,Month,Hour,index_right,dis
3049,3569,-0.139252,51.543555,POINT (529131.7879485119 184380.403964286),3 slight,2,Thursday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,7,17,528.0,2.4563214552136894
3050,3570,-0.112462,51.521814,POINT (531051.7869417861 182010.3180025131),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,8,22,133.0,12.807748555963292
3053,3573,-0.170365,51.558881,POINT (526931.7662166295 186030.31069149),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,0 none,0 none,2015,12,16,1411.0,10.214697953870923
3054,3574,-0.143426,51.529592,POINT (528881.7653554878 182820.3067846647),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,11,17,558.0,5.793430000386573
3057,3577,-0.181693,51.549382,POINT (526172.79936095 184954.3920027815),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,10,22,1615.0,12.659147335762125
3058,3578,-0.145814,51.54177,POINT (528681.8076974169 184170.350790959),2 serious,1,Sunday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,5 raining/high winds,2 road-wet,0 none,0 none,2016,7,18,683.0,4.827672520999393
3062,3582,-0.130859,51.52736,POINT (529759.7728393857 182594.2929834235),3 slight,1,Saturday,9 unknown,1 <= 20 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),1 daylight,2 raining,9 unknown (s/r),9 unknown (s/r),9 unknown (s/r),2018,10,23,817.0,1.3935693472900232
3063,3583,-0.142602,51.539201,POINT (528911.79117236 183890.3174753279),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2018,1,19,605.0,11.438824106373975
3071,3592,-0.119503,51.516414,POINT (530578.7619212457 181397.24268634),3 slight,2,Friday,3 dual cwy,3 40 mph,7 multi jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2019,3,4,195.0,8.476268621642278
3074,3597,-0.127421,51.515579,POINT (530031.775399229 181290.3003995212),3 slight,1,Sunday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,9,14,1907.0,3.779985141131266
3075,3598,-0.125825,51.515823,POINT (530141.8154081923 181320.2688186632),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,4,19,238.0,15.909875081573912
3077,3603,-0.137362,51.522724,POINT (529321.8162905149 182067.2487954246),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,0 no jun in 20m,-2 not applicable,9 unknown (s/r),2 dark,1 fine,1 road-dry,0 none,0 none,2019,2,20,843.0,14.001031445628804
3079,3605,-0.19787,51.554307,POINT (525037.7232372363 185474.3212662676),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,3 stop sign,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,11,18,1853.0,4.288812394120378
3081,3611,-0.144285,51.5276,POINT (528827.8019856862 182597.2768747312),2 serious,2,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,7,907.0,12.939799218176002
3082,3613,-0.149089,51.542811,POINT (528451.7799321933 184280.3634759947),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,10,20,676.0,13.114122164330416
3083,3614,-0.138766,51.52718,POINT (529211.8134627271 182560.2949098973),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,1,13,853.0,8.216845171549556
3084,3615,-0.132442,51.52672,POINT (529651.784741283 182520.3186871207),3 slight,1,Wednesday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,11,813.0,10.921168285957316
3085,3616,-0.149777,51.550735,POINT (528381.7844806729 185160.3403264597),3 slight,1,Friday,6 single cwy,2 30 mph,6 crossroads,9 unknown (s/r),9 unknown (s/r),2 dark,1 fine,1 road-dry,9 unknown (s/r),9 unknown (s/r),2017,1,21,704.0,13.212897773429594
3086,3618,-0.14095,51.535155,POINT (529037.7856882003 183443.2955470956),3 slight,1,Friday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,5 raining/high winds,2 road-wet,0 none,0 none,2019,8,17,653.0,13.056354994491729
3087,3619,-0.126845,51.51557,POINT (530071.7654998793 181290.3223591755),3 slight,1,Sunday,2 one-way st,2 30 mph,0 no jun in 20m,-2 not applicable,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,19,236.0,12.104656977661518
3089,3621,-0.132238,51.521141,POINT (529681.7716451165 181900.2740826875),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2015,11,16,768.0,10.372947227885987
3090,3622,-0.180364,51.561375,POINT (526231.7617366181 186290.3646498491),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,3,17,1335.0,5.250940179658336
3091,3623,-0.125861,51.517056,POINT (530135.8061233911 181457.3188223087),3 slight,1,Wednesday,2 one-way st,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,8,220.0,3.1313981782339946
3094,3627,-0.136066,51.543864,POINT (529351.8306850736 184420.3902819902),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2015,12,23,535.0,12.924364622385633
3096,3631,-0.116281,51.520077,POINT (530791.8232378608 181810.3303336567),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,17,146.0,16.642029323413812
3097,3632,-0.140616,51.524242,POINT (529091.7901759802 182230.3151470369),3 slight,1,Thursday,7 slip rd,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,9 unknown,1 road-dry,0 none,9 unknown (s/r),2017,11,18,864.0,11.40201907748879
3106,3646,-0.188212,51.552684,POINT (525711.7295392078 185310.3759426724),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,12,16,1679.0,4.095989768380994
3107,3647,-0.148624,51.550717,POINT (528461.7720706705 185160.3612937405),3 slight,3,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,9,16,705.0,8.292729410452251
3108,3648,-0.124548,51.51886,POINT (530221.761338726 181660.263873981),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2017,1,0,259.0,10.186435576973834
3111,3652,-0.140805,51.549676,POINT (529006.8018675653 185058.3473111374),3 slight,1,Tuesday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,12,717.0,5.956250040556692
3112,3653,-0.143715,51.540208,POINT (528831.7664876248 184000.3410642003),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,4 fine/high winds,1 road-dry,0 none,0 none,2018,12,21,601.0,10.707246713117527
3113,3654,-0.141725,51.546561,POINT (528951.8174240646 184710.3250310458),3 slight,1,Sunday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,15,593.0,6.6930200471478525
3114,3655,-0.125777,51.516991,POINT (530141.8192138753 181450.2398513019),3 slight,1,Sunday,2 one-way st,1 <= 20 mph,7 multi jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,3,4,220.0,8.25604435076795
3116,3657,-0.193072,51.542867,POINT (525401.7676664223 184210.3416877686),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,9,1683.0,19.73609094148517
3120,3663,-0.192136,51.54466,POINT (525461.744071537 184411.3357036821),3 slight,1,Friday,2 one-way st,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,2 raining,2 road-wet,0 none,0 none,2017,7,23,1746.0,11.537587679817326
3122,3665,-0.141024,51.549608,POINT (528991.8105500753 185050.3995122325),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,9 unknown (s/r),0 none,2016,11,8,717.0,11.314257761253565
3124,3667,-0.147288,51.562296,POINT (528521.7788718506 186450.3438595837),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,7,11,1368.0,9.500384666345155
3126,3671,-0.135888,51.524248,POINT (529419.7531600867 182239.327329489),3 slight,1,Thursday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2019,3,21,822.0,11.415234073096165
3129,3674,-0.119746,51.516445,POINT (530561.8136552442 181400.256775306),3 slight,1,Monday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2015,7,1,195.0,10.922915589402473
3130,3675,-0.137364,51.533273,POINT (529291.8142232661 183240.3352794892),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,2 road-wet,1 traf sig out,0 none,2018,11,22,482.0,8.29396841395077
3131,3676,-0.186308,51.538896,POINT (525881.7437966192 183780.3540977431),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2018,1,23,1671.0,10.923904843392613
3134,3682,-0.1375,51.540883,POINT (529260.8373790142 184086.3580776974),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,12,476.0,4.879784828242775
3135,3683,-0.189825,51.53529,POINT (525647.7692382977 183373.3089642783),3 slight,2,Thursday,6 single cwy,2 30 mph,3 t/stag jun,3 stop sign,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,5,17,1701.0,3.8320605049471
3137,3685,-0.126143,51.529137,POINT (530081.8367370935 182800.2692418838),3 slight,1,Monday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,3,12,44.0,5.4437958012543
3138,3686,-0.196894,51.559292,POINT (525091.7176076309 186030.3468645048),3 slight,1,Saturday,6 single cwy,2 30 mph,7 multi jun,2 auto sig,9 unknown (s/r),2 dark,1 fine,2 road-wet,9 unknown (s/r),9 unknown (s/r),2017,7,21,1584.0,17.180728379493864
3139,3687,-0.134686,51.544831,POINT (529444.7776025448 184530.3637838545),3 slight,3,Saturday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,6,410.0,5.330380866905256
3143,3692,-0.119163,51.515564,POINT (530604.781008385 181303.3260033467),3 slight,1,Friday,3 dual cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,11,192.0,4.871685492118628
3145,3696,-0.13289,51.519281,POINT (529641.817134354 181692.2808489642),3 slight,1,Wednesday,3 dual cwy,1 <= 20 mph,9 other jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,1 vehicle load in cwy,2019,7,10,764.0,7.214974967202808
3147,3698,-0.142606,51.539111,POINT (528911.7678890149 183880.3020571588),3 slight,1,Sunday,6 single cwy,2 30 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,11,16,605.0,16.272196279000386
3149,3700,-0.162678,51.549139,POINT (527491.8217373989 184960.3121498325),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,3,13,1051.0,8.358746793187922
3150,3701,-0.181747,51.549481,POINT (526168.7817800756 184965.3082227957),3 slight,1,Tuesday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,15,1615.0,4.535964502083046
3152,3703,-0.142821,51.523908,POINT (528939.7726028312 182189.2884460341),3 slight,1,Monday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,7,9,889.0,7.290510565483599
3155,3706,-0.141775,51.552407,POINT (528931.8353463899 185360.3375156557),2 serious,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,12,16,714.0,9.227793274315724
3161,3720,-0.137236,51.523703,POINT (529327.7856931608 182176.3398463501),2 serious,1,Monday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,12,13,844.0,1.018317037743589
3165,3725,-0.12187,51.517379,POINT (530411.7818732744 181500.3365787779),1 fatal,1,Wednesday,6 single cwy,1 <= 20 mph,7 multi jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,8,9,198.0,1.8380141400935655
3166,3726,-0.148945,51.542809,POINT (528461.7707449744 184280.3937202301),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2016,2,18,676.0,12.481577487309258
3168,3729,-0.139535,51.555357,POINT (529078.7830956858 185692.3380525179),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,5,11,1467.0,1.0253844753006265
3169,3732,-0.140829,51.550864,POINT (529001.7800071358 185190.4157701485),3 slight,1,Tuesday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,1 zebra,2 dark,1 fine,1 road-dry,0 none,0 none,2018,11,21,542.0,9.994694993310564
3170,3733,-0.136389,51.532448,POINT (529361.7731739111 183150.3140291838),2 serious,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,6,16,435.0,3.970785523202174
3171,3734,-0.12774,51.5324,POINT (529961.7799674727 183160.2915557541),3 slight,1,Tuesday,2 one-way st,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,7,19,55.0,7.424002577033761
3176,3740,-0.116802,51.517927,POINT (530761.8313429203 181570.3125644732),3 slight,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,8,9,145.0,19.72807048492428
3177,3741,-0.192576,51.555035,POINT (525402.7264968726 185564.3342642033),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,2,14,1549.0,2.7629594719974193
3178,3742,-0.13955,51.539782,POINT (529121.7950702304 183960.3050587102),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,3,19,468.0,16.992702534139156
3179,3744,-0.167601,51.552274,POINT (527141.7663724348 185300.3771032912),3 slight,1,Sunday,6 single cwy,1 <= 20 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2017,6,3,1125.0,12.625058540845478
3180,3745,-0.145792,51.527777,POINT (528722.7706388097 182614.3098922863),2 serious,1,Saturday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2019,1,13,905.0,12.436583529848733
3182,3748,-0.134985,51.549152,POINT (529411.7941526069 185010.3485024158),3 slight,1,Friday,6 single cwy,1 <= 20 mph,6 crossroads,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2018,4,15,397.0,11.123482291711023
3183,3750,-0.166994,51.537238,POINT (527225.7460214668 183629.3589498964),3 slight,1,Thursday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,1 fine,1 road-dry,0 none,2 other object in cwy,2017,10,2,1069.0,3.3685381846664955
3185,3752,-0.122508,51.533396,POINT (530321.8144714088 183280.3495886566),3 slight,1,Wednesday,6 single cwy,1 <= 20 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2017,1,21,61.0,7.561725030266798
3186,3755,-0.192645,51.539083,POINT (525441.7726012573 183790.2737591073),3 slight,1,Saturday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2016,1,19,1718.0,9.474300490418301
3189,3759,-0.175219,51.542141,POINT (526641.740405721 184160.3359415119),3 slight,1,Wednesday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,9,8,1240.0,8.43056929498642
3190,3761,-0.124389,51.529739,POINT (530201.7818221705 182870.3312062463),3 slight,2,Friday,3 dual cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,8,13,47.0,8.246696670251511
3191,3762,-0.127977,51.528384,POINT (529956.768977909 182713.2764223222),3 slight,1,Wednesday,3 dual cwy,2 30 mph,3 t/stag jun,2 auto sig,5 pedn phase at ats,2 dark,1 fine,1 road-dry,0 none,0 none,2017,2,1,324.0,9.394604109058953
3192,3763,-0.162819,51.549232,POINT (527481.7861651296 184970.4086400039),2 serious,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,8 central refuge,1 daylight,1 fine,2 road-wet,0 none,0 none,2016,11,9,1051.0,11.715441313621788
3194,3766,-0.129013,51.518932,POINT (529911.7847889324 181660.3408412556),2 serious,1,Sunday,2 one-way st,1 <= 20 mph,3 t/stag jun,2 auto sig,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,1,21,773.0,12.899151823667767
3196,3769,-0.193234,51.54242,POINT (525391.7619770335 184160.3556260394),3 slight,1,Wednesday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,1 vehicle load in cwy,2015,10,16,1743.0,9.900641185854028
3199,3772,-0.125146,51.514823,POINT (530191.7750451923 181210.2720475307),3 slight,1,Friday,2 one-way st,2 30 mph,6 crossroads,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,1,12,233.0,9.228965330004069
3201,3775,-0.124544,51.51895,POINT (530221.7823454962 181670.2793075495),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,4,11,259.0,5.372201255239399
3202,3776,-0.187281,51.53981,POINT (525811.7498663561 183880.3229356642),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,1 fine,1 road-dry,0 none,0 none,2017,6,21,1638.0,7.23254549630891
3205,3781,-0.118438,51.520201,POINT (530641.8249530739 181820.2695660442),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,12,11,1830.0,15.176017084718433
3209,3786,-0.120193,51.5196,POINT (530521.7875050438 181750.3070306887),3 slight,1,Tuesday,3 dual cwy,1 <= 20 mph,3 t/stag jun,3 stop sign,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,9,22,181.0,8.392887443263595
3211,3788,-0.136372,51.532502,POINT (529362.7992860413 183156.3490768713),3 slight,1,Sunday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2019,3,18,435.0,8.634247305401663
3214,3795,-0.141886,51.542607,POINT (528951.823205019 184270.3398353075),3 slight,2,Friday,6 single cwy,1 <= 20 mph,6 crossroads,2 auto sig,4 pelican or similar,2 dark,2 raining,2 road-wet,0 none,1 vehicle load in cwy,2018,7,20,594.0,13.710760221572775
3217,3799,-0.181706,51.549436,POINT (526171.748774018 184960.3746624794),3 slight,1,Monday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,3,14,1615.0,6.786127313289769
3219,3801,-0.150377,51.560816,POINT (528311.8367778393 186280.34151262),3 slight,1,Saturday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,9,15,1427.0,6.602890724358177
3223,3810,-0.13187,51.522736,POINT (529702.7731618687 182078.2957277301),3 slight,1,Friday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2019,2,12,779.0,8.538097439545394
3224,3812,-0.129819,51.52389,POINT (529841.7750946273 182210.2593085424),3 slight,1,Thursday,6 single cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2015,10,11,791.0,4.707678696182536
3225,3814,-0.131389,51.527782,POINT (529721.8109669063 182640.2819786269),3 slight,1,Tuesday,6 single cwy,2 30 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,5,13,816.0,7.902921611148696
3226,3815,-0.181024,51.548436,POINT (526221.7983709584 184850.3453873899),3 slight,1,Sunday,3 dual cwy,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2018,5,13,1659.0,16.671110741576786
3229,3818,-0.133585,51.54565,POINT (529518.7953466936 184623.3872311102),3 slight,1,Tuesday,6 single cwy,2 30 mph,3 t/stag jun,9 unknown (s/r),9 unknown (s/r),1 daylight,1 fine,2 road-wet,0 none,0 none,2019,2,9,400.0,1.5990580089838544
3230,3819,-0.143385,51.537685,POINT (528861.7708836928 183720.3536384101),3 slight,3,Sunday,6 single cwy,2 30 mph,8 priv drive,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2016,10,14,638.0,10.577924067672992
3234,3823,-0.192572,51.551852,POINT (525411.7504773288 185210.3752259324),3 slight,1,Tuesday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2018,12,17,1733.0,9.40493529541356
3236,3827,-0.129519,51.520648,POINT (529871.8019096544 181850.2688677684),3 slight,1,Monday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,17,1841.0,10.732960391103026
3237,3828,-0.139728,51.529399,POINT (529138.8102440344 182805.3594753923),3 slight,1,Friday,9 unknown,1 <= 20 mph,9 other jun,2 auto sig,5 pedn phase at ats,1 daylight,8 other,1 road-dry,0 none,0 none,2019,12,17,854.0,2.0136730413018222
3240,3832,-0.139407,51.532676,POINT (529151.8082845216 183170.341087779),3 slight,1,Thursday,6 single cwy,2 30 mph,0 no jun in 20m,-2 not applicable,1 zebra,2 dark,2 raining,2 road-wet,0 none,0 none,2016,3,23,504.0,18.342089732164144
3241,3833,-0.140848,51.549668,POINT (529003.8432443343 185057.3819017212),3 slight,1,Thursday,3 dual cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,4 pelican or similar,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,7,13,717.0,2.8687780097811575
3243,3836,-0.135659,51.525602,POINT (529431.8024117725 182390.3020410838),3 slight,1,Monday,3 dual cwy,2 30 mph,0 no jun in 20m,-2 not applicable,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,6,9,819.0,16.433454579026506
3244,3837,-0.126387,51.516192,POINT (530101.7719070239 181360.304449492),3 slight,2,Saturday,2 one-way st,2 30 mph,6 crossroads,2 auto sig,5 pedn phase at ats,2 dark,2 raining,2 road-wet,0 none,0 none,2016,2,17,240.0,7.896907756969467
3245,3838,-0.117113,51.52054,POINT (530732.7777006334 181860.3319987702),3 slight,1,Thursday,3 dual cwy,2 30 mph,3 t/stag jun,1 auth person,5 pedn phase at ats,1 daylight,1 fine,1 road-dry,0 none,0 none,2017,11,9,185.0,4.183472692673014
3246,3840,-0.144764,51.539235,POINT (528761.7670611026 183890.2940672518),3 slight,1,Thursday,6 single cwy,1 <= 20 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,2 dark,1 fine,1 road-dry,0 none,0 none,2018,8,21,643.0,9.314775844022854
3249,3848,-0.146811,51.563368,POINT (528551.8198351311 186570.3929008934),3 slight,1,Friday,6 single cwy,2 30 mph,3 t/stag jun,4 give way/uncontrolled,0 no xing facility in 50m,1 daylight,1 fine,2 road-wet,0 none,0 none,2015,5,8,1299.0,7.205784958658949
